[DEBUG] 2020-12-16 13:48:21.463 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@40c8d97f
[DEBUG] 2020-12-16 13:48:21.463 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@40c8d97f
[DEBUG] 2020-12-16 13:48:21.464 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@2cddb4c0
[DEBUG] 2020-12-16 13:48:21.464 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@2cddb4c0
[DEBUG] 2020-12-16 13:48:21.465 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@325f8f55
[DEBUG] 2020-12-16 13:48:21.465 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@325f8f55
[DEBUG] 2020-12-16 13:48:21.465 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@fd8dfa0
[DEBUG] 2020-12-16 13:48:21.466 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@7302c3e7
[DEBUG] 2020-12-16 13:48:21.467 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@45e145d0
[DEBUG] 2020-12-16 13:48:21.467 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@45e145d0
[DEBUG] 2020-12-16 13:48:21.468 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@4cba8adf
[DEBUG] 2020-12-16 13:48:21.468 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@4cba8adf
[DEBUG] 2020-12-16 13:48:21.476 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@50bf7b38
[DEBUG] 2020-12-16 13:48:21.476 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@50bf7b38
[DEBUG] 2020-12-16 13:48:21.478 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@3b12a291
[DEBUG] 2020-12-16 13:48:21.478 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@3b12a291
[DEBUG] 2020-12-16 13:48:21.479 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@143dcd6
[DEBUG] 2020-12-16 13:48:21.479 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@143dcd6
[DEBUG] 2020-12-16 13:48:21.480 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@7b8907a8
[DEBUG] 2020-12-16 13:48:21.480 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@7b8907a8
[DEBUG] 2020-12-16 13:48:21.482 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@31206d1f
[DEBUG] 2020-12-16 13:48:21.482 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@31206d1f
[DEBUG] 2020-12-16 13:48:21.486 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@6c51abf
[DEBUG] 2020-12-16 13:48:21.487 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@6c51abf
[DEBUG] 2020-12-16 13:48:21.489 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@58779f8b
[DEBUG] 2020-12-16 13:48:21.490 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@58779f8b
[DEBUG] 2020-12-16 13:48:21.492 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@88a68b5
[DEBUG] 2020-12-16 13:48:21.492 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@88a68b5
[DEBUG] 2020-12-16 13:48:21.493 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@7c1c5215
[DEBUG] 2020-12-16 13:48:21.493 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@7c1c5215
[DEBUG] 2020-12-16 13:48:21.494 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@57e6b4b8
[DEBUG] 2020-12-16 13:48:21.495 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@57e6b4b8
[DEBUG] 2020-12-16 13:48:21.495 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@57e6b4b8
[DEBUG] 2020-12-16 13:48:21.496 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@956a1dc
[DEBUG] 2020-12-16 13:48:21.498 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@49aa9d98
[DEBUG] 2020-12-16 13:48:21.498 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@49aa9d98
[DEBUG] 2020-12-16 13:48:21.498 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@49aa9d98
[DEBUG] 2020-12-16 13:48:21.499 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@2aa4604c
[DEBUG] 2020-12-16 13:48:21.501 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@5f741a0
[DEBUG] 2020-12-16 13:48:21.501 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@5f741a0
[DEBUG] 2020-12-16 13:48:21.504 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@44939e76
[DEBUG] 2020-12-16 13:48:21.504 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@44939e76
[DEBUG] 2020-12-16 13:48:21.508 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@55180160
[DEBUG] 2020-12-16 13:48:21.508 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@55180160
[DEBUG] 2020-12-16 13:48:21.509 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@4c8c7280
[DEBUG] 2020-12-16 13:48:21.509 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@4c8c7280
